Insult,Date,Comment
0,,"""Given the propaganda that could choke a seal these days, i wonder why this wasn\\'t spun with the ""toxic sugar"" story that is sliming its way through the social psyche... Instead of ropes, we should gives these convicted killers unrestricted free access to the white stuff, that is, sugar. Given the propaganda, these lost souls will die protracted and painful, entirely avoidable deaths... seems like good enough punishment, if you\\'re a propaganda cow, chewing on your propaganda cud.\\n\\nWhat is ACTUALLY happening is a series of unannounced and clandestine public polls most of which are probably commissioned in boiler rooms by our leaders-that-ought-to-actually-be.\\n\\nI\\'m sorry for your loss Boisvenu, truly sad... however, when a professional such as him can\\'t separate emotion from logic and work from home, i question his fitness to do his job, irregardless of apologies or cognizance of his mistake. He is emotionally compromised and lacks the integrity (no fault of his own) to carry out the requirements of his position and he should be relieved of his duty and replaced by someone with integrity intact.\\n\\nTo Harper and our other leaders-asleep-on-the-pot, DO YOUR JOBS AS PROFESSIONALS, NOT SCOUNDRELS. If you want to know how Canadians feel ask us, don\\'t manipulate us and marginalize us. A time is FAST APPROACHING where Canadians will unite and tell their \\'leaders\\' the quality of life and ethical standards in this country will not fall any lower, will not sink to new depths. We will collectively draw a line in the sand, and we will expect our leadership to listen.... OR.... we will rewrite THEIR laws to incarcerate THEM.\\n\\nLISTEN TO THE PEOPLE; don\\'t manipulate and hurt, or your actions will come home to roost."""
0,20120515234139Z,"""You can't recover from being crap."""
0,20120529031201Z,"""@unit400 - \nObama - ""What, me worry??"""""
0,20120611222005Z,"""Footlongs next favorite holiday is Christmas ..he dresses up as Santa and gets children to sit in his lap alll day long"""
0,20120529190818Z,"""Because crackers get soggy when wet."""
0,20120528013223Z,"""took a moment but thanks for your nice Welcome message. Pay backs are always put in motion......\nhttp://sportsfixchicago.com/wp-content/uploads/2011/01/seahawks.jpg"""
1,20120502121413Z,"""do the research, I'll bet you don't know jacksquat about obies past."""
1,20120618234357Z,"""THAT'S GOOD TO KNOW BECAUSE WE WILL NEVER TOUCH A PIG LIKE YOU. WHERE DO YOU GET OFF THINKING YOU PEOPLE ARE SUPERIOR AND THE MOST BEAUTIFUL PEOPLE IN THE WORLD?\xa0(BYTCHPLEASE)\xa0UNLIKE YOU PEOPLE, WE DON'T GO AROUND DISRESPECTING THE DECEASED. YOUR (LITTLEDYCK) CAN'T EVEN TOUCH THE SURFACE. ONLY A PHATPIG LIKE U WOULD SPEND SO MUCH TIME ON AN ALL BLACK WEBSITE POSTING RACIST COMMENTS BECAUSE YOU ARE UNHAPPY WITH SELF. AT LEAST WE HAVE CONFIDENCE. GO GET SOME SELF-ESTEEM AND A (DYCKIMPLANT)."""
0,20120530141055Z,"""Because the U.S. can--that's why"""
0,20120527200753Z,"""Did liberals attempt to ask boys and men what might be wrong that is causing this behavior?\n\nNo, of course not, liberals look DOWN upon males, considering our opinion not worth anything."""
1,20120620174659Z,"""Lick it clean, turd-breath."""
1,20120528222848Z,"""What a smug basket you are."""
0,20120530054147Z,"""I think this title better fits this article\xa0<b>donald trump doubles down on birther nonsense gets flogged by wolf blitzer</b>\n\nwww.mediaite. com/tv/donald-trump-doubles-down-on-birther-nonsense-gets-flogged-by-wolf-blitzer/"""
0,,"""@shooter Subban."""
1,20120620153409Z,"""Peter,\nYou are quite the idiot.\xa0 Are you really this clueless or are you foolishly letting your liberal bias dictate your writings?"""
0,20120528234840Z,"""Are you aleging conspiracy against the RedSox?"""
0,20120609210728Z,"""I like her.\ufeff If you get into her court and be polite and act like you got some common sense, then she's okay. But if you go into her courtroom acting like a jackass, God help you.\xa0Damn 21 with 10 kids."""
0,,"""Do you know any kindergarten or elementary school teachers?\\nThey'll tell you people are born gay.\\xc2\\xa0 I can't believe I'm even engaging in this argument"""
0,20120528234853Z,"""@YinzerinCT\xa0\xa0@beeline\xa0yeah. \xa0Definitely not a fan of last year, when we had like 2 separate snowstorms with 3+ ft of snow.\n\xa0\nplus like the 8 other snowstorms we had.\n\xa0\nI love snow, except when I have to shovel it and drive in it"""
0,20120529194207Z,"""Who cares, the Bush terror completely failed where Obama succeeded."""
0,,"""how ironic that the fantasy of liberalism would collapse under the watch of your hand-picked messiah.....Obama wasn't your savior after all......... he was trigger man for the end of progressive lunacy forever\\xc2\\xa0\\n\\ncarter damaged liberalism for decades, bobo may have given it it's final blow........one thing for sure, we won't ever vote for a left-wing liar with a muzzlim name again....ever!\\xc2\\xa0"""
0,20120527194338Z,"""Armando pitches a 1-2-3- inning."""
0,,"""\\xc2\\xa0I would expect nothing less of pop-stars who suddenly feel the need to perform their satanic rituals on stage. Really nice one by the Babylon whore Madonna at the Super Bowl as well, complete with Eye of Horus and Baphomet poses. Or Lady Gaga doing a blood ritual at the MTV awards, that was a classic.\\nStrange times we live in."""
0,20120619033910Z,"""Hi Kathy.\xa0 Well at least you'd have something to show for your money.\xa0 LOL"""
0,20120610020558Z,"""wow sound like you are going to cry in your tissues. i just got sick reading your post. are you being paid by NPR to post?"""
0,20120619185315Z,"""You should see it come off automatically in your cart, once you go to check out."""
1,20120610162335Z,"""All I see in these comments is niggas bitching more then biggest bitches i know.."""
1,20120620040708Z,"""Were you born stupid or did you have to work at it??"""
0,,"""To add this silly insult to injury and mask over it by calling for a debate on 'dignity at work in Parliament' with the undignified reputation these MPs have earned theirselves in recent past is hardly very fitting.\\n\\nNo wonder the country is the way it is with this sexless old bat calling the tune on such trivial matters at times when more pressing issues need addressing."""
0,20120620173945Z,"""@MisterJohnsonOKC\xa0yea its over im trying to be faithful though"""
0,20120619153522Z,"""Sorry BM but as long as Rogers owns the Jays they're going to run this club on the cheap.\nThat means nothing but bottom feeder payrolls in the $70 million range.\n\nRogers makes billions but they won't put the money into this team to make it competative.\n\nThat's just the way Rogers operates."""
0,20120619030345Z,"""You are correct, one must purchase the mlb\npackage, bummer."""
0,,"""If we glorified rapists and made them sound all heroic would it become a RIGHT to be who they are? That's how they were born. They didn't choose to be that way they just are so they should have the RIGHT to rape any man woman child or animal. """
1,20120618200932Z,"""Keep telling yourself that, you dumb tea maggot.\xa0 The only true racists left are turds like you and your worthless tea maggot friends."""
0,20120610075824Z,"""Aucausin, you are very pathetic hiding behind some Touchy Feely law that wasn't even a law a few years ago. Cowboy or Cowgirl up, Discipline is not supposed to be fun or comfortable, it's meant to change a\xa0behavior, an incorrect behavior. I was spanked, my sister was spanked, my friends were spanked. Guess what... we learned from it and knew right from wrong.\n\nWe\xa0also\xa0learned that there are serious consequences for wrong doing. So, show me where there is an attitude of people today that act as if they understand there are\xa0consequences\xa0for wrong doing. You can't, everyone\xa0nowadays\xa0feel as if it's someone elses fault, or that they are entitled to do what they want.\n\nYou sound like you are part of the problem and not part of the solution."""
1,20120609163158Z,"""im the homo but you made a comment about liking a guy pic with his shirt off like you wanted to fuck him but im the homo right i'll let the truth speak for itself queer ass fuck boy"""
1,20120619115326Z,"""May you and your children get the same ""deserved"" treatment and end up rotting in the ground."""
1,20120320093919Z,"""There you go again telling LIES you are a LAFFS FAN\xa0\xa0\xa0\xa0 IDIOT and fooling yourself only BIRD BRAIN"""
0,20120610152553Z,"""As bad as he may be, he is still less dangerous than the crooks in office that have been dismantling our national defense."""
0,20120609235045Z,"""I believe that applies to your ideas Ronald."""
1,20120619050546Z,"""You mean like stealing identity such as you are now? Not hardly troll! FLAGGED FOR FAKE SHITT!"""
0,20120529130041Z,"""He has already done this over 2,500 times, to over 40 people, ""Wheelman"". \xa0 EACH AND EVERY TIME, it is both illegal and against the site's Terms and Conditions.\n\nThis site does not exist as his toilet bowl."""
0,,"""First of all the hero engine is STILL an x86 engine with huge graphical issues.\\n\\nSecond, MMO\\'s should not have so many large bugs, it was ok 10 years ago, but in modern games large bugs will kill it fast if a company expects people to continue paying a monthly fee for it.\\n\\nThird, the disclosure laws do not state where you must disclose that information, you will never see it in the actual article, only in places such as the stock holders information, typically released months after the article was published and rarely easily found by the general public.\\n\\nD, the game is incredibly linear and uses the same mechanics as any other MMO out there but with less graphics, less explorability and less fun, it is what one would expect from perhaps a single player kotor 3 with multiplayer options, not an ""innovative"" MMO, the same ol\\' same ol\\' is getting old and stale.\\n\\nLastly, I am tired of people comparing this game to WoW vanilla launch, that was 10 years ago, you are supposed to learn from past mistakes not repeat them. Any ""but when WoW was released"" arguments are simply asinine points.\\n\\nAll in all, the game is what one would of expected years ago, but not today.\\n\\nOn a side note of how poorly they coded this game, it runs 2 .exe\\'s for the same application, a huge no, no for video games because of the horrendous issues it causes, it simply looks like they cut corners and it is biting them on the butt now."""
0,20120620132143Z,"""This will hurt the Rs more than help.  To be sure."""
0,,"""You're a retard. You republicans yell about big government but at the same time want to ban gay marriage that doesn't effect you at all. Republicans are as big government as it gets.\\n\\nBy the way, no one is saying you can marry kids, but, two consenting adults can. """
0,20120609200833Z,"""You are under illusions - dream on."""
0,,"""Hey, I have never in my life ever ,, hit a woman. But I can tell you right now, my - ex wife - can not say the same for men lol. Talk about a nasty mean a s s e d temper lol. But she looks so sweet no one would ever ,, suspect it of her . So blow it out your po op sh oo t\\xc2\\xa0 - truemorth - lol\\n\\xc2\\xa0"""
