Insult,Date,Comment,Usage
1,20120528200015Z,"""Please ZuluShaka shut the eff up before you embarrass yourself further. If you can't do it for yourself do it for the kids you may have now or some time in the future who would disown you if they found out you are this dumb. Please shut up for your own parents who would hang themselves in shame if they knew they spawned such idiocy. Shut up for your spouse who may not live with the ridicule if het friends found out she married a lunatic. And please shut up for the teachers wavakarova nerekeni uchitiza chikoro. Please shut up.... log off the internet and go into an asylum""",PrivateTest
0,20120620031642Z,"""You are\xa0right on""",PublicTest
1,20120320141836Z,"""...you son of a bitch.\n\n\n\nYOU SON OF A BITCH!""",PrivateTest
0,,"""Haha. Montreal already moaning about WC.""",PrivateTest
1,20120620145907Z,"""Wow!  Are you the posterboy for ignorance run rampant?  Try a spell checker.  I don't know what you can do about your syntax, except go back to school.""",PrivateTest
0,20120502142131Z,"""If you dont respect your body why would you respect anything else ?""",PrivateTest
0,20120610044811Z,"""I have a sticker you can put on your laptop.""",PrivateTest
0,,"""\\xc2\\xa0JustTheFacts2011 is with Media Matters. He wouldn't know the facts if it ran him over. Charlies in the wire, blow the claymores. """,PublicTest
1,20120610124426Z,"""He's an idiot""",PublicTest
1,,"""You are a drone  -  Go back to your complaining and hating - dung beetle.""",PublicTest
0,20120611222153Z,"""lol most hated comment congratulations""",PublicTest
0,20120620011226Z,"""Sly appears to have some good ass... Especially in the rawrod scene... where dude fucks that ass royally...""",PrivateTest
0,,"""Lesbians are, as a percentage of the population, half the gay community. And yet their transmission rate is six time lower than it is for heterosexuals. Does that mean that they ought to be able to consider heterosexuals to be filthy, disease-spreading monsters? """,PublicTest
0,20120528052828Z,"""HAHAAHA THEY ARE  TRYING TO BANN  CATS CAUSE EVERYONE IS GETTING HIGH WHEN THEY SPRAY""",PrivateTest
1,20120320193630Z,"""And you're a fag, just like yo daddy.""",PrivateTest
0,20120611232259Z,"""Maybe we should address that question durig national white history month...oh wait, there isn't one. You don't find that disturbing? One mile of one highway? Georgia tourism will be affected how?""",PrivateTest
1,20120529022613Z,"""Jesus Terry, stop going on about how much you earn and your mythical fucking payrise...\n\nWe get it, you're a cunt, now please be quiet.""",PrivateTest
0,20120611194632Z,"""I have never seen <i>Flash Dance</i>, except for the famous montage. I do, however, love <i>Footloose</i> and I'm not ashamed of that fact.""",PrivateTest
0,20120618220257Z,"""You should be able become the manager of an international team.\nWhen you simulate it takes for ever \nAfter each season you should be able to design a new kit for the club\n if you are at a club and you get fired you should be able to carry on for the rest of the season at a different job and then get offered jobs at the end of the season\nFinally you should you should get an option of what to say at a press conference instead of the computer deciding""",PrivateTest
0,20120612004608Z,"""Then do it when the law says to.""",PublicTest
1,20120529102319Z,"""just reading back over you old comments and i am finding it very hard to find even ONE where your not being a total prick to people.\nYOU ANGRY OLD MAN!!\n\n\n""RJ sadler has another account as DOC MADDEN"" he's also nearly 50yrs old so be careful kids.""",PublicTest
0,20120610062624Z,"""I'm so fucking sick of seeing ""this guy should be Christian Grey!!!!!!"" everywhere. 50 shades is the worst book I've ever read. horrible writing, the sex wasn't even hot. ugh.""",PrivateTest
0,,"""that was quite the cynical remark..hope you dont have children..slap in the face...then be nice...statement of be well. wow..what a classic.\\n\\nkelly is spot on..demi is a horrible example to her children and has been. lately even more so. huffing inhalents with her daughters just recently and out kissing guys her daughters age...with her daughter. demi is mentally ill. i dont know her daughters ages, but, demi moore should NOT be around her children until she has spent a year in rehab, at least...child abuse, and endangerment.sad part is this has been going on for years. no wonder there was a picture of her daughter on a motorcyle butt naked.just like her mother would do..sad.why doesnt the ex husband bruce do anything re: his daughters re: the sick ex wife....too busy with the new wife and upcoming baby?.""",PrivateTest
1,,"""\\xc2\\xa0Now when you jerk off to his picture, you don't have to worry about doing prison time.""",PrivateTest
0,20120618210516Z,"""Hope you feel better with the comment, it me wonder why the effort.""",PrivateTest
0,20120612120730Z,"""<span><span>Chiara, hai fatto tutto da sola. Io ho commentato quello che ho letto. \r\n</span></span>""",PrivateTest
0,20120619132410Z,"""But you're not rich, and you don't understand how any of this works.""",PrivateTest
0,20120620122547Z,"""Oh God arise, May your enemies be scattered.""",PrivateTest
0,,"""so much Root sports jobbing. I don't care. \\n\\n \\n\\nhttp://tinypic.com/view.php?pic=34f1t0y&s=7""",PrivateTest
0,,"""How can serving 5 years in prison for the murder of a boy be justice?\\n\\n  I'm curious to know what qualifications and life experiences a person has to have, to be on a parole board that releases a child killer back into society. Even worse a child killer that has shown no remorse and is far from a model prisoner!\\n\\n  If possible could The Sun please reveal their names and faces. I believe they should be held equally responsible and accountable if (when) Preddie commits another violent crime.\\n\\nIf they were held accountable maybe they would think twice, before releasing them.\\n\\nLets be honest, does anyone think the original sentence of 8 years is justice for the killing of an innocent child???\\n\\nMy deepest sympathies go out to the family of Damilola.\\n\\n \\n\\n """,PrivateTest
1,20120620155713Z,"""You sir, are an idiot!""",PublicTest
0,,"""I guess trying to blow up the Israel embassy in our nations capital would never put Americans at risk. The Iranians are not worried about our Gov, they are just waiting untill they get the bomb then the gloves will come off I wish our government would grow a pair before it's to late. """,PublicTest
0,20120529031459Z,"""Shultzmaker71% of you are making a mistake...don't be a follower! Just sayen!! Boston loses by DD tonight....more\nUser ID:http://sportsnation.espn.go.com/fans/shultzmaker\n 3 Hours Ago\xb7 Like\xb7 Reply\xb7 Quote\xb7 Flag\xb7 Edit\xb7 ShareTell Your Friends \nShultzmakerHeat 91 to 79...more\nUser ID:http://sportsnation.espn.go.com/fans/shultzmaker\n 3 Hours Ago\xb7 Like\xb7 Reply\xb7 Quote\xb7 Flag\xb7 Edit\xb7 ShareTell Your Friends \nsefersonoh ok mr 3 dimes...  didn't know any books accepted a 30 cent bet....  i guess with monopoly money it doesn't matter...more\n2 fans like this.\nUser ID:http://sportsnation.espn.go.com/fans/seferson\n 3 Hours Ago\xb7 Like\xb7 Reply""",PublicTest
1,20120610135606Z,"""Ol girl in the purple would get it with her fat ass, lookin at her wooble that ass made my dick hard. I'm jus sayin...""",PrivateTest
1,20120619144621Z,"""He'd find an @$$ clown like you if he did.""",PublicTest
1,20120609201853Z,"""Damn you get stupider every day.  Poor guy.  =(""",PublicTest
0,20120618190810Z,"""$200 really? These are nasty as shit, really a Bear?  Maybe if I was going to a fashion show or summing but other than that hell no!""",PublicTest
0,20120610013803Z,"""Lend? And how will Spain repay the loan?\nYou can kiss that money goodbye. The lazy Spaniards will soon get back to their siestas & long vacations & to hell with the lenders.\nI'm pleased to see Finland having the good sense to ask for collateral.\nAs for Italy. Nothing will happen there until at least September when they've had August off work.""",PrivateTest
0,20120618191826Z,"""Chardest:\n\n\nHint: Millions of Americans travel to Canada for health care. Busloads of seniors go to Canada all the time so they don't DIE.\n\n\n\xa0The fact that very wealthy people like the Shah come to the USA means NOTHING. Ordinary people do NOT because the American system is a piece of crap.\n\n\nWhere are your facts that the USA system is not a piece of crap?""",PrivateTest
0,20120529045806Z,"""Heat fans only go for the free playoff t-shirts""",PrivateTest
1,,"""It only takes seconds for you because you aren't a hot piece of ass that some ghoulish gloved TSA freak would like to molest.You're such a fucking cunt-brained witless piece of worm puke.\\xc2\\xa0""",PrivateTest
1,20120610141537Z,"""that bitch nipples was sharper than a sharpie, them shits was pointy af""",PrivateTest
0,20120515101432Z,"""@Fitz , you still around?""",PublicTest
0,20120612051433Z,"""I hope some of you realize YOU are the reason young gays (and all ages!) commit suicide. \n\nI hope you can sleep at night - the blood is on your hands.""",PublicTest
1,20120320154545Z,"""@nealcity \xa0Are you employed?\xa0 By whom?\xa0 You're talents are wasted at whatever you do, I'm sure of it.\xa0\xa0 lulz""",PrivateTest
0,20120529212005Z,"""never mind i nkow just kidding or joking""",PrivateTest
0,20120620024846Z,"""I wonder if the moderators can understand your comment to be rather uncouth?""",PrivateTest
0,20120620014302Z,"""Heap your scorn upon LoW! It was he who revealed LKP/Russ to be one and the same:\n\xa0\nLambeauOrWrigley                                                            409 pts\nWho is this?\xa0 I think this is LKP!!!!\xa0 This is so awesome.""",PublicTest
0,20120612054224Z,"""@EephusBlue\xa0\xa0@Claudia Trejos\xa0\xa0@Bip\xa0\xa0@SCruzDodgers\xa0oh god, we've resorted to mother Teresa jokes.""",PublicTest
0,,"""He should be deported immediately, along with any others who would do us harm. And if the ECHR don't like it, tough. And when Britain really was Great, he would have been. But I am fully aware that our government haven't got what it takes to put the safety of the British people above kowtowing to Europe.""",PrivateTest
0,,"""A national right to carry law would go a long way to reducing the crime rate in this country.\\xc2\\xa0 Criminals don't respect any laws or they wouldn't be criminals.\\xc2\\xa0 However, with a national right to carry law, they might be a little more careful about their illegal activities, such as rape, robbery, assualt, home intrusion, etc.""",PrivateTest
